"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
771,"School 771","Address 771","City 1","State 1","ZIP00771",770,771,"Class 770","City 0","12:50:00","Room 20",770,771,"TeacherFirstName770","TeacherLastName770","Subject 0","2010-02-10",770,771,271,271,"2022-02-10",770,771,"FirstName770","LastName770","2000-09-27",3,1770,771,"Unique Subject 1770","Unique description for subject 1770",1,"Teacher 1770"
772,"School 772","Address 772","City 2","State 2","ZIP00772",771,772,"Class 771","City 1","12:51:00","Room 21",771,772,"TeacherFirstName771","TeacherLastName771","Subject 1","2010-02-11",771,772,272,272,"2022-02-11",771,772,"FirstName771","LastName771","2000-09-28",4,1771,772,"Unique Subject 1771","Unique description for subject 1771",2,"Teacher 1771"
773,"School 773","Address 773","City 3","State 3","ZIP00773",772,773,"Class 772","City 2","12:52:00","Room 22",772,773,"TeacherFirstName772","TeacherLastName772","Subject 2","2010-02-12",772,773,273,273,"2022-02-12",772,773,"FirstName772","LastName772","2000-09-29",5,1772,773,"Unique Subject 1772","Unique description for subject 1772",3,"Teacher 1772"
774,"School 774","Address 774","City 4","State 4","ZIP00774",773,774,"Class 773","City 3","12:53:00","Room 23",773,774,"TeacherFirstName773","TeacherLastName773","Subject 3","2010-02-13",773,774,274,274,"2022-02-13",773,774,"FirstName773","LastName773","2000-09-30",6,1773,774,"Unique Subject 1773","Unique description for subject 1773",4,"Teacher 1773"
775,"School 775","Address 775","City 5","State 0","ZIP00775",774,775,"Class 774","City 4","12:54:00","Room 24",774,775,"TeacherFirstName774","TeacherLastName774","Subject 4","2010-02-14",774,775,275,275,"2022-02-14",774,775,"FirstName774","LastName774","2000-10-01",7,1774,775,"Unique Subject 1774","Unique description for subject 1774",5,"Teacher 1774"
776,"School 776","Address 776","City 6","State 1","ZIP00776",775,776,"Class 775","City 5","12:55:00","Room 25",775,776,"TeacherFirstName775","TeacherLastName775","Subject 5","2010-02-15",775,776,276,276,"2022-02-15",775,776,"FirstName775","LastName775","2000-10-02",8,1775,776,"Unique Subject 1775","Unique description for subject 1775",1,"Teacher 1775"
777,"School 777","Address 777","City 7","State 2","ZIP00777",776,777,"Class 776","City 6","12:56:00","Room 26",776,777,"TeacherFirstName776","TeacherLastName776","Subject 6","2010-02-16",776,777,277,277,"2022-02-16",776,777,"FirstName776","LastName776","2000-10-03",9,1776,777,"Unique Subject 1776","Unique description for subject 1776",2,"Teacher 1776"
778,"School 778","Address 778","City 8","State 3","ZIP00778",777,778,"Class 777","City 7","12:57:00","Room 27",777,778,"TeacherFirstName777","TeacherLastName777","Subject 7","2010-02-17",777,778,278,278,"2022-02-17",777,778,"FirstName777","LastName777","2000-10-04",10,1777,778,"Unique Subject 1777","Unique description for subject 1777",3,"Teacher 1777"
779,"School 779","Address 779","City 9","State 4","ZIP00779",778,779,"Class 778","City 8","12:58:00","Room 28",778,779,"TeacherFirstName778","TeacherLastName778","Subject 8","2010-02-18",778,779,279,279,"2022-02-18",778,779,"FirstName778","LastName778","2000-10-05",11,1778,779,"Unique Subject 1778","Unique description for subject 1778",4,"Teacher 1778"
780,"School 780","Address 780","City 0","State 0","ZIP00780",779,780,"Class 779","City 9","12:59:00","Room 29",779,780,"TeacherFirstName779","TeacherLastName779","Subject 9","2010-02-19",779,780,280,280,"2022-02-19",779,780,"FirstName779","LastName779","2000-10-06",12,1779,780,"Unique Subject 1779","Unique description for subject 1779",5,"Teacher 1779"
781,"School 781","Address 781","City 1","State 1","ZIP00781",780,781,"Class 780","City 0","13:00:00","Room 30",780,781,"TeacherFirstName780","TeacherLastName780","Subject 0","2010-02-20",780,781,281,281,"2022-02-20",780,781,"FirstName780","LastName780","2000-10-07",1,1780,781,"Unique Subject 1780","Unique description for subject 1780",1,"Teacher 1780"
782,"School 782","Address 782","City 2","State 2","ZIP00782",781,782,"Class 781","City 1","13:01:00","Room 31",781,782,"TeacherFirstName781","TeacherLastName781","Subject 1","2010-02-21",781,782,282,282,"2022-02-21",781,782,"FirstName781","LastName781","2000-10-08",2,1781,782,"Unique Subject 1781","Unique description for subject 1781",2,"Teacher 1781"
783,"School 783","Address 783","City 3","State 3","ZIP00783",782,783,"Class 782","City 2","13:02:00","Room 32",782,783,"TeacherFirstName782","TeacherLastName782","Subject 2","2010-02-22",782,783,283,283,"2022-02-22",782,783,"FirstName782","LastName782","2000-10-09",3,1782,783,"Unique Subject 1782","Unique description for subject 1782",3,"Teacher 1782"
784,"School 784","Address 784","City 4","State 4","ZIP00784",783,784,"Class 783","City 3","13:03:00","Room 33",783,784,"TeacherFirstName783","TeacherLastName783","Subject 3","2010-02-23",783,784,284,284,"2022-02-23",783,784,"FirstName783","LastName783","2000-10-10",4,1783,784,"Unique Subject 1783","Unique description for subject 1783",4,"Teacher 1783"
785,"School 785","Address 785","City 5","State 0","ZIP00785",784,785,"Class 784","City 4","13:04:00","Room 34",784,785,"TeacherFirstName784","TeacherLastName784","Subject 4","2010-02-24",784,785,285,285,"2022-02-24",784,785,"FirstName784","LastName784","2000-10-11",5,1784,785,"Unique Subject 1784","Unique description for subject 1784",5,"Teacher 1784"
786,"School 786","Address 786","City 6","State 1","ZIP00786",785,786,"Class 785","City 5","13:05:00","Room 35",785,786,"TeacherFirstName785","TeacherLastName785","Subject 5","2010-02-25",785,786,286,286,"2022-02-25",785,786,"FirstName785","LastName785","2000-10-12",6,1785,786,"Unique Subject 1785","Unique description for subject 1785",1,"Teacher 1785"
787,"School 787","Address 787","City 7","State 2","ZIP00787",786,787,"Class 786","City 6","13:06:00","Room 36",786,787,"TeacherFirstName786","TeacherLastName786","Subject 6","2010-02-26",786,787,287,287,"2022-02-26",786,787,"FirstName786","LastName786","2000-10-13",7,1786,787,"Unique Subject 1786","Unique description for subject 1786",2,"Teacher 1786"
788,"School 788","Address 788","City 8","State 3","ZIP00788",787,788,"Class 787","City 7","13:07:00","Room 37",787,788,"TeacherFirstName787","TeacherLastName787","Subject 7","2010-02-27",787,788,288,288,"2022-02-27",787,788,"FirstName787","LastName787","2000-10-14",8,1787,788,"Unique Subject 1787","Unique description for subject 1787",3,"Teacher 1787"
789,"School 789","Address 789","City 9","State 4","ZIP00789",788,789,"Class 788","City 8","13:08:00","Room 38",788,789,"TeacherFirstName788","TeacherLastName788","Subject 8","2010-02-28",788,789,289,289,"2022-02-28",788,789,"FirstName788","LastName788","2000-10-15",9,1788,789,"Unique Subject 1788","Unique description for subject 1788",4,"Teacher 1788"
790,"School 790","Address 790","City 0","State 0","ZIP00790",789,790,"Class 789","City 9","13:09:00","Room 39",789,790,"TeacherFirstName789","TeacherLastName789","Subject 9","2010-03-01",789,790,290,290,"2022-03-01",789,790,"FirstName789","LastName789","2000-10-16",10,1789,790,"Unique Subject 1789","Unique description for subject 1789",5,"Teacher 1789"
791,"School 791","Address 791","City 1","State 1","ZIP00791",790,791,"Class 790","City 0","13:10:00","Room 40",790,791,"TeacherFirstName790","TeacherLastName790","Subject 0","2010-03-02",790,791,291,291,"2022-03-02",790,791,"FirstName790","LastName790","2000-10-17",11,1790,791,"Unique Subject 1790","Unique description for subject 1790",1,"Teacher 1790"
792,"School 792","Address 792","City 2","State 2","ZIP00792",791,792,"Class 791","City 1","13:11:00","Room 41",791,792,"TeacherFirstName791","TeacherLastName791","Subject 1","2010-03-03",791,792,292,292,"2022-03-03",791,792,"FirstName791","LastName791","2000-10-18",12,1791,792,"Unique Subject 1791","Unique description for subject 1791",2,"Teacher 1791"
793,"School 793","Address 793","City 3","State 3","ZIP00793",792,793,"Class 792","City 2","13:12:00","Room 42",792,793,"TeacherFirstName792","TeacherLastName792","Subject 2","2010-03-04",792,793,293,293,"2022-03-04",792,793,"FirstName792","LastName792","2000-10-19",1,1792,793,"Unique Subject 1792","Unique description for subject 1792",3,"Teacher 1792"
794,"School 794","Address 794","City 4","State 4","ZIP00794",793,794,"Class 793","City 3","13:13:00","Room 43",793,794,"TeacherFirstName793","TeacherLastName793","Subject 3","2010-03-05",793,794,294,294,"2022-03-05",793,794,"FirstName793","LastName793","2000-10-20",2,1793,794,"Unique Subject 1793","Unique description for subject 1793",4,"Teacher 1793"
795,"School 795","Address 795","City 5","State 0","ZIP00795",794,795,"Class 794","City 4","13:14:00","Room 44",794,795,"TeacherFirstName794","TeacherLastName794","Subject 4","2010-03-06",794,795,295,295,"2022-03-06",794,795,"FirstName794","LastName794","2000-10-21",3,1794,795,"Unique Subject 1794","Unique description for subject 1794",5,"Teacher 1794"
796,"School 796","Address 796","City 6","State 1","ZIP00796",795,796,"Class 795","City 5","13:15:00","Room 45",795,796,"TeacherFirstName795","TeacherLastName795","Subject 5","2010-03-07",795,796,296,296,"2022-03-07",795,796,"FirstName795","LastName795","2000-10-22",4,1795,796,"Unique Subject 1795","Unique description for subject 1795",1,"Teacher 1795"
797,"School 797","Address 797","City 7","State 2","ZIP00797",796,797,"Class 796","City 6","13:16:00","Room 46",796,797,"TeacherFirstName796","TeacherLastName796","Subject 6","2010-03-08",796,797,297,297,"2022-03-08",796,797,"FirstName796","LastName796","2000-10-23",5,1796,797,"Unique Subject 1796","Unique description for subject 1796",2,"Teacher 1796"
798,"School 798","Address 798","City 8","State 3","ZIP00798",797,798,"Class 797","City 7","13:17:00","Room 47",797,798,"TeacherFirstName797","TeacherLastName797","Subject 7","2010-03-09",797,798,298,298,"2022-03-09",797,798,"FirstName797","LastName797","2000-10-24",6,1797,798,"Unique Subject 1797","Unique description for subject 1797",3,"Teacher 1797"
799,"School 799","Address 799","City 9","State 4","ZIP00799",798,799,"Class 798","City 8","13:18:00","Room 48",798,799,"TeacherFirstName798","TeacherLastName798","Subject 8","2010-03-10",798,799,299,299,"2022-03-10",798,799,"FirstName798","LastName798","2000-10-25",7,1798,799,"Unique Subject 1798","Unique description for subject 1798",4,"Teacher 1798"
800,"School 800","Address 800","City 0","State 0","ZIP00800",799,800,"Class 799","City 9","13:19:00","Room 49",799,800,"TeacherFirstName799","TeacherLastName799","Subject 9","2010-03-11",799,800,300,300,"2022-03-11",799,800,"FirstName799","LastName799","2000-10-26",8,1799,800,"Unique Subject 1799","Unique description for subject 1799",5,"Teacher 1799"
801,"School 801","Address 801","City 1","State 1","ZIP00801",800,801,"Class 800","City 0","13:20:00","Room 0",800,801,"TeacherFirstName800","TeacherLastName800","Subject 0","2010-03-12",800,801,301,301,"2022-03-12",800,801,"FirstName800","LastName800","2000-10-27",9,1800,801,"Unique Subject 1800","Unique description for subject 1800",1,"Teacher 1800"
802,"School 802","Address 802","City 2","State 2","ZIP00802",801,802,"Class 801","City 1","13:21:00","Room 1",801,802,"TeacherFirstName801","TeacherLastName801","Subject 1","2010-03-13",801,802,302,302,"2022-03-13",801,802,"FirstName801","LastName801","2000-10-28",10,1801,802,"Unique Subject 1801","Unique description for subject 1801",2,"Teacher 1801"
803,"School 803","Address 803","City 3","State 3","ZIP00803",802,803,"Class 802","City 2","13:22:00","Room 2",802,803,"TeacherFirstName802","TeacherLastName802","Subject 2","2010-03-14",802,803,303,303,"2022-03-14",802,803,"FirstName802","LastName802","2000-10-29",11,1802,803,"Unique Subject 1802","Unique description for subject 1802",3,"Teacher 1802"
804,"School 804","Address 804","City 4","State 4","ZIP00804",803,804,"Class 803","City 3","13:23:00","Room 3",803,804,"TeacherFirstName803","TeacherLastName803","Subject 3","2010-03-15",803,804,304,304,"2022-03-15",803,804,"FirstName803","LastName803","2000-10-30",12,1803,804,"Unique Subject 1803","Unique description for subject 1803",4,"Teacher 1803"
805,"School 805","Address 805","City 5","State 0","ZIP00805",804,805,"Class 804","City 4","13:24:00","Room 4",804,805,"TeacherFirstName804","TeacherLastName804","Subject 4","2010-03-16",804,805,305,305,"2022-03-16",804,805,"FirstName804","LastName804","2000-10-31",1,1804,805,"Unique Subject 1804","Unique description for subject 1804",5,"Teacher 1804"
806,"School 806","Address 806","City 6","State 1","ZIP00806",805,806,"Class 805","City 5","13:25:00","Room 5",805,806,"TeacherFirstName805","TeacherLastName805","Subject 5","2010-03-17",805,806,306,306,"2022-03-17",805,806,"FirstName805","LastName805","2000-11-01",2,1805,806,"Unique Subject 1805","Unique description for subject 1805",1,"Teacher 1805"
807,"School 807","Address 807","City 7","State 2","ZIP00807",806,807,"Class 806","City 6","13:26:00","Room 6",806,807,"TeacherFirstName806","TeacherLastName806","Subject 6","2010-03-18",806,807,307,307,"2022-03-18",806,807,"FirstName806","LastName806","2000-11-02",3,1806,807,"Unique Subject 1806","Unique description for subject 1806",2,"Teacher 1806"
808,"School 808","Address 808","City 8","State 3","ZIP00808",807,808,"Class 807","City 7","13:27:00","Room 7",807,808,"TeacherFirstName807","TeacherLastName807","Subject 7","2010-03-19",807,808,308,308,"2022-03-19",807,808,"FirstName807","LastName807","2000-11-03",4,1807,808,"Unique Subject 1807","Unique description for subject 1807",3,"Teacher 1807"
809,"School 809","Address 809","City 9","State 4","ZIP00809",808,809,"Class 808","City 8","13:28:00","Room 8",808,809,"TeacherFirstName808","TeacherLastName808","Subject 8","2010-03-20",808,809,309,309,"2022-03-20",808,809,"FirstName808","LastName808","2000-11-04",5,1808,809,"Unique Subject 1808","Unique description for subject 1808",4,"Teacher 1808"
810,"School 810","Address 810","City 0","State 0","ZIP00810",809,810,"Class 809","City 9","13:29:00","Room 9",809,810,"TeacherFirstName809","TeacherLastName809","Subject 9","2010-03-21",809,810,310,310,"2022-03-21",809,810,"FirstName809","LastName809","2000-11-05",6,1809,810,"Unique Subject 1809","Unique description for subject 1809",5,"Teacher 1809"
811,"School 811","Address 811","City 1","State 1","ZIP00811",810,811,"Class 810","City 0","13:30:00","Room 10",810,811,"TeacherFirstName810","TeacherLastName810","Subject 0","2010-03-22",810,811,311,311,"2022-03-22",810,811,"FirstName810","LastName810","2000-11-06",7,1810,811,"Unique Subject 1810","Unique description for subject 1810",1,"Teacher 1810"
812,"School 812","Address 812","City 2","State 2","ZIP00812",811,812,"Class 811","City 1","13:31:00","Room 11",811,812,"TeacherFirstName811","TeacherLastName811","Subject 1","2010-03-23",811,812,312,312,"2022-03-23",811,812,"FirstName811","LastName811","2000-11-07",8,1811,812,"Unique Subject 1811","Unique description for subject 1811",2,"Teacher 1811"
813,"School 813","Address 813","City 3","State 3","ZIP00813",812,813,"Class 812","City 2","13:32:00","Room 12",812,813,"TeacherFirstName812","TeacherLastName812","Subject 2","2010-03-24",812,813,313,313,"2022-03-24",812,813,"FirstName812","LastName812","2000-11-08",9,1812,813,"Unique Subject 1812","Unique description for subject 1812",3,"Teacher 1812"
814,"School 814","Address 814","City 4","State 4","ZIP00814",813,814,"Class 813","City 3","13:33:00","Room 13",813,814,"TeacherFirstName813","TeacherLastName813","Subject 3","2010-03-25",813,814,314,314,"2022-03-25",813,814,"FirstName813","LastName813","2000-11-09",10,1813,814,"Unique Subject 1813","Unique description for subject 1813",4,"Teacher 1813"
815,"School 815","Address 815","City 5","State 0","ZIP00815",814,815,"Class 814","City 4","13:34:00","Room 14",814,815,"TeacherFirstName814","TeacherLastName814","Subject 4","2010-03-26",814,815,315,315,"2022-03-26",814,815,"FirstName814","LastName814","2000-11-10",11,1814,815,"Unique Subject 1814","Unique description for subject 1814",5,"Teacher 1814"
816,"School 816","Address 816","City 6","State 1","ZIP00816",815,816,"Class 815","City 5","13:35:00","Room 15",815,816,"TeacherFirstName815","TeacherLastName815","Subject 5","2010-03-27",815,816,316,316,"2022-03-27",815,816,"FirstName815","LastName815","2000-11-11",12,1815,816,"Unique Subject 1815","Unique description for subject 1815",1,"Teacher 1815"
817,"School 817","Address 817","City 7","State 2","ZIP00817",816,817,"Class 816","City 6","13:36:00","Room 16",816,817,"TeacherFirstName816","TeacherLastName816","Subject 6","2010-03-28",816,817,317,317,"2022-03-28",816,817,"FirstName816","LastName816","2000-11-12",1,1816,817,"Unique Subject 1816","Unique description for subject 1816",2,"Teacher 1816"
